left.context	keyword	right.context	annotator	annotator2
cool-looking Chinese guy? ''  #  '' No. ''  #  '' He's a	really good	friend of Artie's. '' Artie is Yvette's husband, a movie	1	
a whole lot of church-goin'. It's the whites that need it	real bad	. &nbsp; REVEREND DAWSONI think if you tried livin' in a town like this	0	
application for the position of nursery governess, only to find that, for a	really good	post, two modern languages would be required. That, coupled with the	1	
WIFE They're just making like? GIRL Yeah. WIFE They're making like	real good	. GIRL Ma! WIFE Is this my Big Boy? GIRL No,	0	
for, the information age has ushered in the best opportunity so far to make	really good	money - in the broadest sense of that term.  #  Researching ethics online	1	
got a gun in your hand and Beck Dozer is behind you. You look	real good	. Handsome. '' '' That's nice to hear, '' said Duncan	0	
her less; for she had the good luck to be naturally taciturn, and	real good	luck it was, since her appearance was so much in her favor,	1	
'' Ye gods. '' '' Steal our food if it ain't sealed in	real good	. ''? '' Gosh. '' '' Cute little critters. '' ''	0	
say the size of a battleship, |p226on top of it. You want a	really good	shock absorber system between the plate and the ship. '' Now put an	1	
her feet, kneading the muscles of his shoulders.  #  '' The Indians are	really good	at this. If you do it right, it releases all the toxins	0	
awful, '' Elaine says, crawling into bed next to Paul. ''	Really bad	. '' '' We have to try harder, '' Paul says. '' We	0	
excellent, '' said Gordon. '' There's some real good stuff there.	Real good	stuff. '' '' I agree, '' said Gene. '' You've	1	
say' No' to things. But I have often seen shows that were	really good	make the transition to great because of his intervention. ''  #  In Houston	0	
are falling through the air. '' '' But, did the country gain any	real good	by the conquest of Louisbourg? '' asked Laurence. '' Or was all	NA	
at the end of the dock. And he suddenly had an idea. A	really good	idea. '' Let's take it out, '' he said, lowering	1	
about a poor artist? She might paint a masterpiece, something she knows is	really good	, but if she's poor enough she'll sell it for a pittance	0	
#  '' She's coming this afternoon. ''  #  '' Well, you pay	really good	attention. Just let go of English and try to melt into the French	1	
a schedule if job security was an issue. '' The athletic director is a	real good	friend of mine, '' he joked.  #  Many coaches at the low-	1	
careful consideration, and an estimate of their capabilities. '' '' Are they not	really good	? '' '' They are worthless, '' the Colonel said. Then,	0	
to 911. No snoops. Just another day on the hunt. A	real bad	day for the chairman of the board.	1	
has caught on fine to city ways and the North, and she is a	real good	singer. The cabaret folks were real put out that she left them.	1	
and occasionally insulted each other, often in public! Cary never said a	really bad	thing to me, and if he spoke to me in a manner that suggested	1	
an emphasis that made the little maiden blush in her turn. '' You are	real good	, Bobby; but I will give you something for going. '' ''	0	
won. One day Uncle Willie said to Jeff, '' You're doin'	real good	, kid, and I'm proud of you. You're ready to	0	
glad we're pals. Irma told me to tell you she'd seen a	real good	performance of The Fantasticks in Mission Viejo. And it made her think of	1	
, '' she said. '' Gee, it's good to be back.	Real good	! '' '' Is it? '' the piano player said. The bartender	0	
how long have our feelings been identical on all points!!! The sole	real good	is some bright kindly spirit to sympathize with us, whom we thoroughly comprehend	NA	
mind. In those days, she liked me a lot. I was a	really good	mother, and she liked me. '' '' Maybe she still likes you	1	
see, on your way home from school. You've got ta go	real bad	, you're practically peeing in your pants. When you get to the corner	0	
ingenuity. '' That's pretty good, '' Badger said. '' That's	really good	. A man could really use that, just as you say, on	0	
end of the day, when you look at the caption, you get a	really good	idea of what s in the image. '' COMMON SENSE Von Ahn's	1	
and charitable, and in the sight of the world at large * was a	really good	man. '' So far it is well: but suppose that by reading	1	
'' Excellent, Ariel, excellent, '' said Gordon. '' There's some	real good	stuff there. Real good stuff. '' '' I agree, '' said	1	
was almost as good as Turner Gill. MOTHER Almost. HAROLD Turner Gill was	really good	. He was great. p. 15 MOTHER Okay for college. Not big	0	
so I'm curious what you've got to say that better be really,	really good	.  #  # BRENDAN # Call Ms. Dannon in from the hall first;	0	
Viet Nam. '' I was wounded, '' Tinsley said. '' They took	real good	care of me. '' Asked if his attitude toward the war or United	1	
's funny about it, Naomi. It's the one thing you were ever	really good	in. Remember that French teacher you had, Mrs. Gelfand, who could	0	
jumpy  -- looking critter, all teeth and claws, and this one was in	real good	shape, practically all there except for Cope's boys had given it new	1	
were running the risk of theatrical ptomaine. But 1937-38 was eupeptic. No	really bad	play landed on its feet, though several got passing marks almost entirely through star	1	
me. They just made canned soup on the sterno. It never gets	real bad	, they said. And then the ocean came right around the dunes and in	0	
, you know, like about our parents and everything. And that's	real bad	news,' cause it's supposed to be you keep your home life kind	1	
Congress in a 7,000-word report. Said he: '' Conditions in China are	really bad	.... Chinese soldiers die of malnutrition.... China's	0	
black with no new shiny ones comin in. HUMUS Yeh. That's	real bad	, Ma, all them black trophies and not a bright new shiny one.	0	
? On the surface, Boggs shrugs off Trammell. '' You can hit a	really good	breaking-ball pitcher, '' he says matter-of-factly, but then pauses, and adds	1	
others. '' '' Marvin's married an' moved up if Canada on a	real good	| job. He's practically a college graduate in electricity. Builds power	1	
the first time. New NASCAR fans might not even realize Labonte used to be	really good	because he hasn't finished in the top 10 in points in four seasons	0	
. ZEKE MCCOMBER Uh,... we caught the diarrhea. BAM	Real bad	. ZEKE MCCOMBER Didn't wan na disturb yore sleep. LOUISA (listening)	0	
do you say that? '' '' Heavy weather coming. '' '' Something	really bad	, you mean? '' Janet frowned, for she knew that it was not	0	
all obvious stuff, and most of the names were unfamiliar. All of the	really good	work being done in the field is still classified. I stepped back and	1	
, as to greatly detract from their influence when they attack one who is	really bad	. PERILS OF LEGISLATIVE LIFE. HOWEVER, there can be no question that a	0	
and I ever wanted to sing like Ethol Waters. But I havent had no	real good	job yet. I got to sort of wandoring around, and next thing	1	
I admire him as a writer and director, so I felt I was in	really good	hands, '' she said.  #  '' '' The disadvantage, of course	1	
America. Also, Mrs. Harper's man friend, Clark Poign-ant, was real	real good	to America. But then, America turned out to be bad and made	0	
